Product_ID,Category,Sub_Category,Brand,Product_Name,Supplier_ID,Status,Hazard_Class,Publisher
PRUS05637,Electronics,Laptops,HP,HP Model 684,SUS02027,Active,Lithium-Ion,ERP
PRUS05638,Electronics,Laptops,HP,HP Model 300,SUS05644,Active,Lithium-Ion,ERP
PRUS05639,Appliances,Washing Machines,LG,LG Model 885,SUS04515,Active,Lithium-Ion,CRM
PRUS05640,Electronics,Smartphones,Google,Google Model 904,SUS00884,Active,Lithium-Ion,ERP
PRUS05641,Electronics,Smartphones,Google,Google Model 889,SUS01847,Active,Lithium-Ion,ERP
PRUS05642,Electronics,Smartphones,Apple,Apple Model 556,SUS08579,Active,Lithium-Ion,Web
PRUS05643,Electronics,Laptops,HP,HP Model 922,SUS03410,Active,Lithium-Ion,ERP
PRUS05644,Appliances,Refrigerators,LG,LG Model 202,SUS08660,Active,Lithium-Ion,CRM
PRUS05645,Appliances,Washing Machines,Maytag,Maytag Model 129,SUS03031,Active,Lithium-Ion,Web
PRUS05646,Appliances,Refrigerators,LG,LG Model 211,SUS02621,Active,Lithium-Ion,Web
PRUS05647,Electronics,Laptops,Dell,Dell Model 949,SUS06949,Active,Lithium-Ion,Web
PRUS05648,Electronics,Laptops,Dell,Dell Model 295,SUS07852,Active,Lithium-Ion,Web
PRUS05649,Electronics,Smartphones,Google,Google Model 899,SUS00584,Active,Lithium-Ion,Web
PRUS05650,Electronics,Laptops,Lenovo,Lenovo Model 984,SUS04911,Active,Lithium-Ion,CRM
PRUS05651,Electronics,Laptops,Lenovo,Lenovo Model 602,SUS07931,Active,Lithium-Ion,ERP
PRUS05652,Electronics,Laptops,Dell,Dell Model 721,SUS08461,Active,Lithium-Ion,ERP
PRUS05653,Electronics,Laptops,Dell,Dell Model 322,SUS03883,Active,Lithium-Ion,ERP
PRUS05654,Electronics,Laptops,Dell,Dell Model 224,SUS00669,Active,Lithium-Ion,CRM
PRUS05655,Appliances,Washing Machines,Whirlpool,Whirlpool Model 363,SUS00147,Active,Lithium-Ion,Web
PRUS05656,Electronics,Smartphones,Google,Google Model 974,SUS07338,Active,Lithium-Ion,ERP
PRUS05657,Electronics,Smartphones,Samsung,Samsung Model 544,SUS03326,Active,Lithium-Ion,CRM
PRUS05658,Electronics,Smartphones,Google,Google Model 218,SUS07834,Active,Lithium-Ion,CRM
PRUS05659,Appliances,Refrigerators,LG,LG Model 319,SUS09340,Active,Lithium-Ion,CRM
PRUS05660,Electronics,Laptops,HP,HP Model 847,SUS05429,Active,Lithium-Ion,ERP
PRUS05661,Appliances,Refrigerators,LG,LG Model 579,SUS01163,Active,Lithium-Ion,CRM
PRUS05662,Appliances,Washing Machines,LG,LG Model 753,SUS09949,Active,Lithium-Ion,ERP
PRUS05663,Electronics,Smartphones,Samsung,Samsung Model 177,SUS06574,Active,Lithium-Ion,ERP
PRUS05664,Electronics,Smartphones,Samsung,Samsung Model 353,SUS08813,Active,Lithium-Ion,Web
PRUS05665,Appliances,Washing Machines,Maytag,Maytag Model 176,SUS07380,Active,Lithium-Ion,CRM
PRUS05666,Electronics,Laptops,Dell,Dell Model 981,SUS03926,Active,Lithium-Ion,Web
PRUS05667,Appliances,Refrigerators,GE,GE Model 268,SUS02126,Active,Lithium-Ion,Web
PRUS05668,Appliances,Refrigerators,LG,LG Model 242,SUS01379,Active,Lithium-Ion,ERP
PRUS05669,Appliances,Refrigerators,LG,LG Model 200,SUS07227,Active,Lithium-Ion,CRM
PRUS05670,Appliances,Refrigerators,GE,GE Model 162,SUS02930,Active,Lithium-Ion,CRM
PRUS05671,Appliances,Refrigerators,Whirlpool,Whirlpool Model 496,SUS09849,Active,Lithium-Ion,CRM
PRUS05672,Appliances,Refrigerators,LG,LG Model 502,SUS01209,Active,Lithium-Ion,ERP
PRUS05673,Appliances,Refrigerators,LG,LG Model 900,SUS09148,Active,Lithium-Ion,Web
PRUS05674,Electronics,Smartphones,Samsung,Samsung Model 329,SUS06361,Active,Lithium-Ion,ERP
PRUS05675,Appliances,Refrigerators,GE,GE Model 817,SUS05129,Active,Lithium-Ion,CRM
PRUS05676,Appliances,Washing Machines,Maytag,Maytag Model 507,SUS08132,Active,Lithium-Ion,ERP
PRUS05677,Electronics,Smartphones,Apple,Apple Model 446,SUS02361,Active,Lithium-Ion,Web
PRUS05678,Electronics,Laptops,Lenovo,Lenovo Model 738,SUS05022,Active,Lithium-Ion,CRM
PRUS05679,Electronics,Smartphones,Samsung,Samsung Model 460,SUS06508,Active,Lithium-Ion,Web
PRUS05680,Appliances,Refrigerators,Whirlpool,Whirlpool Model 755,SUS03118,Active,Lithium-Ion,Web
PRUS05681,Electronics,Smartphones,Google,Google Model 648,SUS09930,Active,Lithium-Ion,ERP
PRUS05682,Electronics,Smartphones,Samsung,Samsung Model 283,SUS01846,Active,Lithium-Ion,ERP
PRUS05683,Appliances,Refrigerators,LG,LG Model 948,SUS02964,Active,Lithium-Ion,CRM
PRUS05684,Electronics,Smartphones,Google,Google Model 947,SUS04563,Active,Lithium-Ion,Web
PRUS05685,Appliances,Refrigerators,GE,GE Model 901,SUS06452,Active,Lithium-Ion,ERP
PRUS05686,Appliances,Refrigerators,Whirlpool,Whirlpool Model 148,SUS06096,Active,Lithium-Ion,ERP
PRUS05687,Electronics,Smartphones,Samsung,Samsung Model 182,SUS03040,Active,Lithium-Ion,Web
PRUS05688,Electronics,Smartphones,Google,Google Model 671,SUS02280,Active,Lithium-Ion,ERP
PRUS05689,Electronics,Smartphones,Samsung,Samsung Model 288,SUS01956,Active,Lithium-Ion,CRM
PRUS05690,Appliances,Refrigerators,GE,GE Model 362,SUS01620,Active,Non-Hazardous,ERP
PRUS05691,Electronics,Smartphones,Apple,Apple Model 896,SUS01465,Active,Non-Hazardous,Web
PRUS05692,Appliances,Refrigerators,Whirlpool,Whirlpool Model 863,SUS02612,Active,Non-Hazardous,ERP
PRUS05693,Appliances,Refrigerators,GE,GE Model 841,SUS03020,Active,Non-Hazardous,Web
PRUS05694,Electronics,Laptops,Lenovo,Lenovo Model 399,SUS02267,Active,Non-Hazardous,ERP
PRUS05695,Appliances,Refrigerators,Whirlpool,Whirlpool Model 183,SUS05411,Active,Non-Hazardous,ERP
PRUS05696,Appliances,Washing Machines,LG,LG Model 609,SUS06311,Active,Non-Hazardous,ERP
PRUS05697,Appliances,Washing Machines,Maytag,Maytag Model 854,SUS07001,Active,Non-Hazardous,Web
PRUS05698,Electronics,Laptops,Lenovo,Lenovo Model 968,SUS01419,Active,Non-Hazardous,Web
PRUS05699,Appliances,Refrigerators,Whirlpool,Whirlpool Model 473,SUS05741,Active,Non-Hazardous,CRM
PRUS05700,Electronics,Laptops,Lenovo,Lenovo Model 677,SUS00502,Active,Non-Hazardous,Web
PRUS05701,Appliances,Washing Machines,LG,LG Model 841,SUS01504,Active,Non-Hazardous,CRM
PRUS05702,Appliances,Refrigerators,GE,GE Model 262,SUS07393,Active,Non-Hazardous,ERP
PRUS05703,Electronics,Smartphones,Samsung,Samsung Model 752,SUS01985,Active,Non-Hazardous,Web
PRUS05704,Appliances,Washing Machines,Whirlpool,Whirlpool Model 872,SUS03335,Active,Non-Hazardous,Web
PRUS05705,Appliances,Refrigerators,GE,GE Model 600,SUS08369,Active,Non-Hazardous,Web
PRUS05706,Electronics,Laptops,Dell,Dell Model 731,SUS08122,Active,Non-Hazardous,Web
PRUS05707,Appliances,Refrigerators,LG,LG Model 168,SUS09748,Active,Non-Hazardous,CRM
PRUS05708,Electronics,Laptops,HP,HP Model 862,SUS04967,Active,Non-Hazardous,CRM
PRUS05709,Electronics,Smartphones,Apple,Apple Model 431,SUS02551,Active,Non-Hazardous,ERP
PRUS05710,Electronics,Smartphones,Google,Google Model 672,SUS00731,Active,Non-Hazardous,ERP
PRUS05711,Electronics,Smartphones,Samsung,Samsung Model 294,SUS00863,Active,Non-Hazardous,ERP
PRUS05712,Appliances,Refrigerators,Whirlpool,Whirlpool Model 380,SUS06611,Active,Non-Hazardous,CRM
PRUS05713,Electronics,Laptops,Lenovo,Lenovo Model 645,SUS07853,Active,Non-Hazardous,Web
PRUS05714,Electronics,Smartphones,Google,Google Model 582,SUS07956,Active,Non-Hazardous,ERP
PRUS05715,Appliances,Washing Machines,LG,LG Model 741,SUS09213,Active,Non-Hazardous,CRM
PRUS05716,Electronics,Laptops,HP,HP Model 967,SUS07879,Active,Non-Hazardous,CRM
PRUS05717,Electronics,Laptops,HP,HP Model 859,SUS02475,Active,Non-Hazardous,Web
PRUS05718,Appliances,Washing Machines,Maytag,Maytag Model 706,SUS01906,Active,Non-Hazardous,Web
PRUS05719,Appliances,Refrigerators,LG,LG Model 782,SUS07468,Active,Non-Hazardous,Web
PRUS05720,Appliances,Refrigerators,GE,GE Model 890,SUS00690,Active,Non-Hazardous,CRM
PRUS05721,Electronics,Laptops,Lenovo,Lenovo Model 351,SUS03449,Active,Non-Hazardous,ERP
PRUS05722,Electronics,Smartphones,Samsung,Samsung Model 606,SUS02119,Active,Non-Hazardous,Web
PRUS05723,Electronics,Laptops,Dell,Dell Model 216,SUS00474,Active,Non-Hazardous,Web
PRUS05724,Electronics,Smartphones,Apple,Apple Model 657,SUS05999,Active,Non-Hazardous,ERP
PRUS05725,Electronics,Smartphones,Google,Google Model 744,SUS02691,Active,Non-Hazardous,CRM
PRUS05726,Appliances,Washing Machines,LG,LG Model 790,SUS06756,Active,Non-Hazardous,CRM
PRUS05727,Electronics,Laptops,HP,HP Model 323,SUS03170,Active,Non-Hazardous,CRM
PRUS05728,Electronics,Smartphones,Google,Google Model 657,SUS08365,Active,Non-Hazardous,CRM
PRUS05729,Appliances,Refrigerators,Whirlpool,Whirlpool Model 341,SUS00565,Active,Non-Hazardous,CRM
PRUS05730,Appliances,Refrigerators,GE,GE Model 988,SUS05910,Active,Non-Hazardous,ERP
PRUS05731,Appliances,Refrigerators,Whirlpool,Whirlpool Model 533,SUS04226,Active,Non-Hazardous,Web
PRUS05732,Appliances,Refrigerators,LG,LG Model 130,SUS01189,Active,Non-Hazardous,CRM
PRUS05733,Electronics,Laptops,Dell,Dell Model 157,SUS06020,Active,Non-Hazardous,ERP
PRUS05734,Appliances,Refrigerators,LG,LG Model 654,SUS04111,Active,Non-Hazardous,CRM
PRUS05735,Appliances,Washing Machines,Whirlpool,Whirlpool Model 895,SUS03623,Active,Non-Hazardous,ERP
PRUS05736,Appliances,Washing Machines,Whirlpool,Whirlpool Model 743,SUS01242,Active,Non-Hazardous,ERP
PRUS05737,Electronics,Smartphones,Apple,Apple Model 517,SUS00151,Active,Non-Hazardous,CRM
PRUS05738,Electronics,Smartphones,Google,Google Model 928,SUS05409,Active,Non-Hazardous,Web
PRUS05739,Electronics,Smartphones,Samsung,Samsung Model 931,SUS08806,Active,Non-Hazardous,Web
PRUS05740,Appliances,Refrigerators,GE,GE Model 427,SUS05024,Active,Non-Hazardous,Web
PRUS05741,Appliances,Refrigerators,GE,GE Model 364,SUS08568,Active,Non-Hazardous,Web
PRUS05742,Electronics,Smartphones,Apple,Apple Model 850,SUS03707,Active,Non-Hazardous,CRM
PRUS05743,Appliances,Refrigerators,LG,LG Model 844,SUS08703,Active,Non-Hazardous,ERP
PRUS05744,Appliances,Refrigerators,GE,GE Model 644,SUS05306,Active,Non-Hazardous,CRM
PRUS05745,Electronics,Smartphones,Apple,Apple Model 935,SUS04290,Active,Non-Hazardous,CRM
PRUS05746,Appliances,Washing Machines,Maytag,Maytag Model 424,SUS04791,Active,Non-Hazardous,ERP
PRUS05747,Electronics,Laptops,HP,HP Model 763,SUS03238,Active,Non-Hazardous,ERP
PRUS05748,Electronics,Laptops,HP,HP Model 117,SUS07243,Active,Non-Hazardous,CRM
PRUS05749,Appliances,Washing Machines,LG,LG Model 880,SUS04390,Active,Non-Hazardous,ERP
PRUS05750,Appliances,Washing Machines,Whirlpool,Whirlpool Model 767,SUS08976,Active,Non-Hazardous,ERP
PRUS05751,Appliances,Refrigerators,Whirlpool,Whirlpool Model 198,SUS09621,Active,Non-Hazardous,ERP
PRUS05752,Electronics,Smartphones,Google,Google Model 600,SUS06559,Active,Non-Hazardous,CRM
PRUS05753,Appliances,Washing Machines,LG,LG Model 718,SUS07186,Active,Non-Hazardous,CRM
PRUS05754,Electronics,Smartphones,Samsung,Samsung Model 823,SUS07054,Active,Non-Hazardous,CRM
PRUS05755,Appliances,Refrigerators,Whirlpool,Whirlpool Model 897,SUS00088,Active,Non-Hazardous,ERP
PRUS05756,Electronics,Smartphones,Samsung,Samsung Model 155,SUS06051,Active,Non-Hazardous,ERP
PRUS05757,Appliances,Refrigerators,LG,LG Model 438,SUS01477,Active,Non-Hazardous,CRM
PRUS05758,Appliances,Washing Machines,Maytag,Maytag Model 231,SUS06374,Active,Non-Hazardous,CRM
PRUS05759,Appliances,Washing Machines,Maytag,Maytag Model 673,SUS06791,Active,Non-Hazardous,ERP
PRUS05760,Electronics,Laptops,HP,HP Model 834,SUS00506,Active,Non-Hazardous,CRM
PRUS05761,Electronics,Laptops,HP,HP Model 938,SUS02151,Active,Non-Hazardous,ERP
PRUS05762,Electronics,Laptops,Dell,Dell Model 940,SUS03739,Active,Non-Hazardous,CRM
PRUS05763,Electronics,Smartphones,Apple,Apple Model 742,SUS01211,Active,Non-Hazardous,ERP
PRUS05764,Appliances,Refrigerators,GE,GE Model 728,SUS05645,Active,Non-Hazardous,CRM
PRUS05765,Electronics,Laptops,Lenovo,Lenovo Model 422,SUS06671,Active,Non-Hazardous,Web
PRUS05766,Electronics,Smartphones,Apple,Apple Model 529,SUS00812,Active,Non-Hazardous,CRM
PRUS05767,Electronics,Laptops,HP,HP Model 145,SUS07668,Active,Non-Hazardous,Web
PRUS05768,Electronics,Smartphones,Google,Google Model 147,SUS01530,Active,Non-Hazardous,CRM
PRUS05769,Electronics,Laptops,Lenovo,Lenovo Model 428,SUS03486,Active,Non-Hazardous,Web
PRUS05770,Electronics,Laptops,HP,HP Model 552,SUS05227,Active,Non-Hazardous,ERP
PRUS05771,Electronics,Smartphones,Apple,Apple Model 962,SUS08510,Active,Non-Hazardous,CRM
PRUS05772,Electronics,Laptops,HP,HP Model 489,SUS02903,Active,Non-Hazardous,CRM
PRUS05773,Appliances,Washing Machines,Maytag,Maytag Model 404,SUS00630,Active,Non-Hazardous,ERP
PRUS05774,Appliances,Washing Machines,Maytag,Maytag Model 663,SUS07477,Active,Non-Hazardous,Web
PRUS05775,Electronics,Smartphones,Samsung,Samsung Model 425,SUS09558,Active,Non-Hazardous,ERP
PRUS05776,Electronics,Smartphones,Apple,Apple Model 792,SUS04885,Active,Non-Hazardous,Web
PRUS05777,Electronics,Laptops,HP,HP Model 405,SUS07174,Active,Non-Hazardous,ERP
PRUS05778,Appliances,Refrigerators,LG,LG Model 914,SUS03054,Active,Non-Hazardous,CRM
PRUS05779,Appliances,Refrigerators,Whirlpool,Whirlpool Model 683,SUS00849,Active,Non-Hazardous,ERP
PRUS05780,Appliances,Washing Machines,Maytag,Maytag Model 442,SUS04139,Active,Non-Hazardous,CRM
PRUS05781,Electronics,Laptops,Dell,Dell Model 166,SUS07457,Active,Non-Hazardous,CRM
PRUS05782,Electronics,Smartphones,Google,Google Model 171,SUS07179,Active,Non-Hazardous,Web
PRUS05783,Appliances,Refrigerators,GE,GE Model 907,SUS04932,Active,Non-Hazardous,CRM
PRUS05784,Appliances,Refrigerators,LG,LG Model 598,SUS02994,Active,Non-Hazardous,ERP
PRUS05785,Electronics,Laptops,HP,HP Model 680,SUS00523,Active,Non-Hazardous,Web
PRUS05786,Electronics,Laptops,HP,HP Model 973,SUS05822,Active,Non-Hazardous,CRM
PRUS05787,Appliances,Refrigerators,GE,GE Model 985,SUS00029,Active,Non-Hazardous,Web
PRUS05788,Appliances,Washing Machines,Whirlpool,Whirlpool Model 912,SUS08417,Active,Non-Hazardous,Web
PRUS05789,Electronics,Laptops,Lenovo,Lenovo Model 822,SUS03457,Active,Non-Hazardous,ERP
PRUS05790,Appliances,Refrigerators,GE,GE Model 504,SUS06693,Active,Non-Hazardous,CRM
PRUS05791,Appliances,Washing Machines,Whirlpool,Whirlpool Model 544,SUS09749,Active,Non-Hazardous,Web
PRUS05792,Electronics,Laptops,HP,HP Model 855,SUS05421,Active,Non-Hazardous,Web
PRUS05793,Appliances,Refrigerators,Whirlpool,Whirlpool Model 685,SUS04450,Active,Non-Hazardous,ERP
PRUS05794,Electronics,Smartphones,Google,Google Model 500,SUS05943,Active,Non-Hazardous,CRM
PRUS05795,Electronics,Laptops,HP,HP Model 900,SUS02604,Active,Non-Hazardous,Web
PRUS05796,Appliances,Refrigerators,GE,GE Model 709,SUS06096,Active,Non-Hazardous,ERP
PRUS05797,Electronics,Smartphones,Apple,Apple Model 580,SUS08685,Active,Non-Hazardous,ERP
PRUS05798,Electronics,Laptops,Dell,Dell Model 100,SUS07518,Active,Non-Hazardous,Web
PRUS05799,Appliances,Washing Machines,Maytag,Maytag Model 766,SUS00209,Active,Non-Hazardous,Web
PRUS05800,Electronics,Laptops,HP,HP Model 595,SUS01176,Active,Non-Hazardous,CRM
PRUS05801,Electronics,Smartphones,Apple,Apple Model 194,SUS09553,Active,Non-Hazardous,CRM
PRUS05802,Electronics,Laptops,Lenovo,Lenovo Model 125,SUS05254,Active,Non-Hazardous,ERP
PRUS05803,Appliances,Washing Machines,Maytag,Maytag Model 566,SUS04436,Active,Non-Hazardous,CRM
PRUS05804,Electronics,Laptops,Dell,Dell Model 211,SUS03777,Active,Fragile,ERP
PRUS05805,Appliances,Washing Machines,LG,LG Model 693,SUS07748,Active,Fragile,Web
PRUS05806,Electronics,Laptops,HP,HP Model 480,SUS06697,Active,Fragile,ERP
PRUS05807,Electronics,Laptops,Lenovo,Lenovo Model 541,SUS03895,Active,Fragile,ERP
PRUS05808,Electronics,Smartphones,Samsung,Samsung Model 245,SUS07076,Active,Fragile,ERP
PRUS05809,Appliances,Refrigerators,Whirlpool,Whirlpool Model 672,SUS01177,Active,Fragile,ERP
PRUS05810,Electronics,Laptops,Dell,Dell Model 880,SUS01416,Active,Fragile,CRM
PRUS05811,Electronics,Laptops,Dell,Dell Model 600,SUS05160,Active,Fragile,Web
PRUS05812,Electronics,Smartphones,Apple,Apple Model 855,SUS03909,Active,Fragile,Web
PRUS05813,Electronics,Laptops,Lenovo,Lenovo Model 165,SUS04109,Active,Fragile,CRM
PRUS05814,Electronics,Smartphones,Google,Google Model 235,SUS02048,Active,Fragile,CRM
PRUS05815,Appliances,Refrigerators,LG,LG Model 178,SUS04559,Active,Fragile,CRM
PRUS05816,Electronics,Smartphones,Samsung,Samsung Model 797,SUS06652,Active,Fragile,ERP
PRUS05817,Appliances,Refrigerators,Whirlpool,Whirlpool Model 524,SUS04412,Active,Fragile,ERP
PRUS05818,Appliances,Refrigerators,GE,GE Model 544,SUS05540,Active,Fragile,ERP
PRUS05819,Appliances,Refrigerators,LG,LG Model 457,SUS04509,Active,Fragile,Web
PRUS05820,Electronics,Smartphones,Google,Google Model 229,SUS06275,Active,Fragile,Web
PRUS05821,Appliances,Refrigerators,GE,GE Model 443,SUS03986,Active,Fragile,CRM
PRUS05822,Appliances,Washing Machines,LG,LG Model 742,SUS06904,Active,Fragile,ERP
PRUS05823,Appliances,Washing Machines,Maytag,Maytag Model 933,SUS01612,Active,Fragile,CRM
PRUS05824,Appliances,Refrigerators,Whirlpool,Whirlpool Model 822,SUS04005,Active,Fragile,CRM
PRUS05825,Appliances,Refrigerators,GE,GE Model 217,SUS05703,Active,Fragile,CRM
PRUS05826,Appliances,Washing Machines,Whirlpool,Whirlpool Model 565,SUS09554,Active,Fragile,Web
PRUS05827,Electronics,Smartphones,Google,Google Model 251,SUS04256,Active,Fragile,CRM
PRUS05828,Electronics,Smartphones,Apple,Apple Model 774,SUS09147,Active,Fragile,Web
PRUS05829,Appliances,Refrigerators,LG,LG Model 523,SUS08408,Active,Fragile,ERP
PRUS05830,Appliances,Washing Machines,LG,LG Model 653,SUS08784,Active,Fragile,CRM
PRUS05831,Appliances,Washing Machines,Maytag,Maytag Model 785,SUS01728,Active,Fragile,CRM
PRUS05832,Appliances,Washing Machines,LG,LG Model 901,SUS09327,Active,Fragile,ERP
PRUS05833,Appliances,Washing Machines,LG,LG Model 362,SUS03196,Active,Fragile,ERP
PRUS05834,Electronics,Laptops,HP,HP Model 286,SUS04685,Active,Fragile,CRM
PRUS05835,Appliances,Refrigerators,Whirlpool,Whirlpool Model 301,SUS07140,Active,Fragile,CRM
PRUS05836,Appliances,Washing Machines,Maytag,Maytag Model 680,SUS05946,Active,Fragile,CRM
PRUS05837,Electronics,Laptops,Lenovo,Lenovo Model 132,SUS08314,Active,Fragile,Web
PRUS05838,Appliances,Washing Machines,Maytag,Maytag Model 445,SUS04511,Active,Fragile,ERP
PRUS05839,Electronics,Laptops,Dell,Dell Model 521,SUS03099,Active,Fragile,CRM
PRUS05840,Electronics,Smartphones,Apple,Apple Model 812,SUS02957,Active,Fragile,ERP
PRUS05841,Appliances,Refrigerators,Whirlpool,Whirlpool Model 327,SUS03974,Active,Fragile,CRM
PRUS05842,Electronics,Smartphones,Samsung,Samsung Model 557,SUS08269,Active,Fragile,ERP
PRUS05843,Electronics,Laptops,Dell,Dell Model 599,SUS05743,Active,Fragile,Web
PRUS05844,Appliances,Refrigerators,LG,LG Model 693,SUS01621,Active,Fragile,CRM
PRUS05845,Electronics,Smartphones,Apple,Apple Model 994,SUS05144,Active,Fragile,ERP
PRUS05846,Electronics,Laptops,Lenovo,Lenovo Model 516,SUS02591,Active,Fragile,CRM
PRUS05847,Appliances,Washing Machines,Maytag,Maytag Model 429,SUS05440,Active,Fragile,CRM
PRUS05848,Appliances,Washing Machines,LG,LG Model 402,SUS01279,Active,Fragile,Web
PRUS05849,Appliances,Refrigerators,LG,LG Model 863,SUS09152,Active,Fragile,CRM
PRUS05850,Electronics,Laptops,Lenovo,Lenovo Model 753,SUS04618,Active,Fragile,ERP
PRUS05851,Electronics,Smartphones,Apple,Apple Model 572,SUS00254,Active,Fragile,ERP
PRUS05852,Electronics,Smartphones,Samsung,Samsung Model 547,SUS06906,Active,Fragile,ERP
PRUS05853,Appliances,Refrigerators,GE,GE Model 592,SUS04191,Active,Fragile,ERP
PRUS05854,Electronics,Smartphones,Apple,Apple Model 817,SUS00012,Active,Fragile,CRM
PRUS05855,Appliances,Washing Machines,Maytag,Maytag Model 374,SUS04972,Active,Fragile,ERP
PRUS05856,Appliances,Washing Machines,LG,LG Model 657,SUS01188,Active,Fragile,Web
PRUS05857,Electronics,Smartphones,Samsung,Samsung Model 132,SUS06363,Active,Fragile,ERP
PRUS05858,Electronics,Laptops,Lenovo,Lenovo Model 670,SUS05321,Active,Fragile,ERP
PRUS05859,Appliances,Refrigerators,GE,GE Model 619,SUS01394,Active,Fragile,ERP
PRUS05860,Electronics,Smartphones,Samsung,Samsung Model 905,SUS09997,Active,Fragile,CRM
PRUS05861,Appliances,Refrigerators,Whirlpool,Whirlpool Model 977,SUS03920,Active,Fragile,Web
PRUS05862,Appliances,Refrigerators,Whirlpool,Whirlpool Model 663,SUS03888,Active,Fragile,Web
PRUS05863,Appliances,Refrigerators,LG,LG Model 142,SUS03848,Active,Fragile,Web
PRUS05864,Appliances,Refrigerators,LG,LG Model 744,SUS06254,Active,Fragile,ERP
PRUS05865,Appliances,Washing Machines,Maytag,Maytag Model 218,SUS01337,Active,Restricted,Web
PRUS05866,Appliances,Washing Machines,LG,LG Model 883,SUS05754,Active,Restricted,CRM
PRUS05867,Appliances,Refrigerators,GE,GE Model 430,SUS01005,Active,Restricted,Web
PRUS05868,Appliances,Refrigerators,LG,LG Model 323,SUS08859,Active,Restricted,ERP
PRUS05869,Appliances,Washing Machines,Maytag,Maytag Model 705,SUS03552,Active,Restricted,CRM
PRUS05870,Appliances,Washing Machines,Whirlpool,Whirlpool Model 419,SUS01897,Active,Restricted,ERP
PRUS05871,Electronics,Laptops,Dell,Dell Model 698,SUS01430,Active,Restricted,ERP
PRUS05872,Electronics,Laptops,Dell,Dell Model 983,SUS03557,Active,Restricted,ERP
PRUS05873,Appliances,Refrigerators,Whirlpool,Whirlpool Model 979,SUS09221,Active,Restricted,CRM
PRUS05874,Electronics,Laptops,Lenovo,Lenovo Model 747,SUS08753,Active,Restricted,Web
PRUS05875,Appliances,Washing Machines,Maytag,Maytag Model 364,SUS01118,Active,Restricted,CRM
PRUS05876,Appliances,Washing Machines,LG,LG Model 421,SUS08512,Active,Restricted,ERP
PRUS05877,Appliances,Refrigerators,Whirlpool,Whirlpool Model 914,SUS06928,Active,Restricted,ERP
PRUS05878,Electronics,Smartphones,Samsung,Samsung Model 855,SUS09165,Active,Restricted,CRM
PRUS05879,Electronics,Laptops,Lenovo,Lenovo Model 133,SUS05681,Active,Restricted,Web
PRUS05880,Electronics,Laptops,HP,HP Model 812,SUS07478,Active,Restricted,ERP
PRUS05881,Appliances,Washing Machines,Whirlpool,Whirlpool Model 104,SUS09118,Active,Restricted,Web
PRUS05882,Electronics,Smartphones,Apple,Apple Model 743,SUS07120,Active,Restricted,CRM
PRUS05883,Appliances,Washing Machines,Whirlpool,Whirlpool Model 387,SUS09339,Active,Restricted,ERP
PRUS05884,Electronics,Smartphones,Google,Google Model 702,SUS00594,Active,Restricted,ERP
PRUS05885,Electronics,Smartphones,Samsung,Samsung Model 328,SUS01779,Active,Restricted,Web
PRUS05886,Appliances,Refrigerators,Whirlpool,Whirlpool Model 611,SUS06422,Active,Restricted,Web
PRUS05887,Appliances,Washing Machines,Whirlpool,Whirlpool Model 582,SUS00709,Active,Restricted,ERP
PRUS05888,Appliances,Refrigerators,GE,GE Model 990,SUS07532,Active,Restricted,CRM
PRUS05889,Electronics,Laptops,HP,HP Model 689,SUS02961,Active,Restricted,CRM
PRUS05890,Electronics,Smartphones,Google,Google Model 132,SUS08135,Active,Restricted,Web
PRUS05891,Appliances,Washing Machines,LG,LG Model 255,SUS04713,Active,Restricted,CRM
PRUS05892,Appliances,Refrigerators,Whirlpool,Whirlpool Model 294,SUS06915,Active,Restricted,CRM
PRUS05893,Electronics,Smartphones,Apple,Apple Model 107,SUS02693,Active,Restricted,Web
PRUS05894,Electronics,Laptops,Dell,Dell Model 966,SUS01544,Active,Restricted,Web
PRUS05895,Electronics,Smartphones,Apple,Apple Model 332,SUS03721,Active,Restricted,Web
PRUS05896,Electronics,Laptops,Lenovo,Lenovo Model 621,SUS06699,Active,Restricted,CRM
PRUS05897,Electronics,Laptops,Lenovo,Lenovo Model 108,SUS08070,Active,Restricted,CRM
PRUS05898,Appliances,Refrigerators,GE,GE Model 456,SUS01079,Active,Restricted,ERP
PRUS05899,Appliances,Refrigerators,Whirlpool,Whirlpool Model 214,SUS03243,Active,Restricted,CRM
PRUS05900,Appliances,Refrigerators,Whirlpool,Whirlpool Model 928,SUS01408,Active,Restricted,ERP
PRUS05901,Appliances,Washing Machines,Whirlpool,Whirlpool Model 928,SUS04267,Active,Restricted,ERP
PRUS05902,Electronics,Laptops,Lenovo,Lenovo Model 183,SUS09599,Active,Restricted,CRM
PRUS05903,Appliances,Washing Machines,Maytag,Maytag Model 234,SUS06271,Active,Restricted,Web
PRUS05904,Electronics,Smartphones,Google,Google Model 296,SUS00560,Active,Restricted,CRM
PRUS05905,Electronics,Smartphones,Apple,Apple Model 733,SUS01030,Active,Restricted,CRM
PRUS05906,Appliances,Washing Machines,Maytag,Maytag Model 968,SUS03979,Active,Restricted,Web
PRUS05907,Appliances,Refrigerators,LG,LG Model 593,SUS05958,Active,Restricted,CRM
PRUS05908,Electronics,Smartphones,Samsung,Samsung Model 714,SUS08302,Active,Restricted,ERP
