Inventory_ID,Product_ID,Warehouse_ID,Quantity
IUS4298,PRUS02375,WUS00010,391.0
IUS4299,PRUS09996,WUS00011,39.0
IUS4300,PRUS08835,WUS00012,116.0
IUS4301,PRUS04325,WUS00013,393.0
IUS4302,PRUS01317,WUS00014,24.0
IUS4303,PRUS01480,WUS00015,98.0
IUS4304,PRUS09489,WUS00016,183.0
IUS4305,PRUS06843,WUS00001,370.0
IUS4306,PRUS05144,WUS00002,116.0
IUS4307,PRUS05299,WUS00003,33.0
IUS4308,PRUS09922,WUS00004,481.0
IUS4309,PRUS02649,WUS00005,495.0
IUS4310,PRUS01712,WUS00006,364.0
IUS4311,PRUS05075,WUS00007,1.0
IUS4312,PRUS05548,WUS00008,485.0
IUS4313,PRUS04446,WUS00009,293.0
IUS4314,PRUS08692,WUS00010,42.0
IUS4315,PRUS08143,WUS00011,243.0
IUS4316,PRUS03718,WUS00012,497.0
IUS4317,PRUS00442,WUS00013,151.0
IUS4318,PRUS00251,WUS00014,37.0
IUS4319,PRUS00542,WUS00015,378.0
IUS4320,PRUS00208,WUS00016,380.0
IUS4321,PRUS04043,WUS00001,191.0
IUS4322,PRUS07062,WUS00002,134.0
IUS4323,PRUS02902,WUS00003,163.0
IUS4324,PRUS09488,WUS00004,294.0
IUS4325,PRUS06438,WUS00005,141.0
IUS4326,PRUS03748,WUS00006,326.0
IUS4327,PRUS06234,WUS00007,128.0
IUS4328,PRUS09201,WUS00008,312.0
IUS4329,PRUS08983,WUS00009,309.0
IUS4330,PRUS07521,WUS00010,34.0
IUS4331,PRUS05947,WUS00011,414.0
IUS4332,PRUS05930,WUS00012,63.0
IUS4333,PRUS00218,WUS00013,94.0
IUS4334,PRUS01687,WUS00014,112.0
IUS4335,PRUS08464,WUS00015,314.0
IUS4336,PRUS07834,WUS00016,6.0
IUS4337,PRUS05971,WUS00001,442.0
IUS4338,PRUS07705,WUS00002,139.0
IUS4339,PRUS06165,WUS00003,238.0
IUS4340,PRUS05557,WUS00004,111.0
IUS4341,PRUS05342,WUS00005,389.0
IUS4342,PRUS00245,WUS00006,449.0
IUS4343,PRUS03181,WUS00007,385.0
IUS4344,PRUS01381,WUS00008,36.0
IUS4345,PRUS05358,WUS00009,260.0
IUS4346,PRUS02982,WUS00010,470.0
IUS4347,PRUS08679,WUS00011,53.0
IUS4348,PRUS08046,WUS00012,110.0
IUS4349,PRUS05101,WUS00013,378.0
IUS4350,PRUS09948,WUS00014,414.0
IUS4351,PRUS04489,WUS00015,197.0
IUS4352,PRUS07138,WUS00016,92.0
IUS4353,PRUS06061,WUS00001,170.0
IUS4354,PRUS06785,WUS00002,78.0
IUS4355,PRUS07476,WUS00003,214.0
IUS4356,PRUS08117,WUS00004,68.0
IUS4357,PRUS02396,WUS00005,268.0
IUS4358,PRUS08548,WUS00006,426.0
IUS4359,PRUS09900,WUS00007,398.0
IUS4360,PRUS09212,WUS00008,124.0
IUS4361,PRUS00525,WUS00009,19.0
IUS4362,PRUS01332,WUS00010,45.0
IUS4363,PRUS00201,WUS00011,490.0
IUS4364,PRUS09677,WUS00012,164.0
IUS4365,PRUS03880,WUS00013,410.0
IUS4366,PRUS05615,WUS00014,364.0
IUS4367,PRUS09898,WUS00015,30.0
IUS4368,PRUS01053,WUS00016,249.0
IUS4369,PRUS00790,WUS00001,419.0
IUS4370,PRUS04820,WUS00002,495.0
IUS4371,PRUS02189,WUS00003,294.0
IUS4372,PRUS01316,WUS00004,198.0
IUS4373,PRUS03001,WUS00005,19.0
IUS4374,PRUS01815,WUS00006,117.0
IUS4375,PRUS08815,WUS00007,198.0
IUS4376,PRUS01918,WUS00008,166.0
IUS4377,PRUS07327,WUS00009,311.0
IUS4378,PRUS02022,WUS00010,275.0
IUS4379,PRUS00269,WUS00011,198.0
IUS4380,PRUS04247,WUS00012,359.0
IUS4381,PRUS09251,WUS00013,257.0
IUS4382,PRUS07263,WUS00014,207.0
IUS4383,PRUS02334,WUS00015,28.0
IUS4384,PRUS02932,WUS00016,329.0
IUS4385,PRUS06347,WUS00001,186.0
IUS4386,PRUS03138,WUS00002,367.0
IUS4387,PRUS02963,WUS00003,307.0
IUS4388,PRUS02919,WUS00004,420.0
IUS4389,PRUS08472,WUS00005,111.0
IUS4390,PRUS02867,WUS00006,285.0
IUS4391,PRUS09386,WUS00007,52.0
IUS4392,PRUS04020,WUS00008,357.0
IUS4393,PRUS08471,WUS00009,73.0
IUS4394,PRUS04545,WUS00010,318.0
IUS4395,PRUS05619,WUS00011,385.0
IUS4396,PRUS09714,WUS00012,478.0
IUS4397,PRUS03374,WUS00013,3.0
IUS4398,PRUS00752,WUS00014,316.0
IUS4399,PRUS03295,WUS00015,251.0
IUS4400,PRUS08488,WUS00016,156.0
IUS4401,PRUS03909,WUS00001,128.0
IUS4402,PRUS02253,WUS00002,335.0
IUS4403,PRUS04799,WUS00003,402.0
IUS4404,PRUS08139,WUS00004,304.0
IUS4405,PRUS07359,WUS00005,492.0
IUS4406,PRUS04289,WUS00006,62.0
IUS4407,PRUS04096,WUS00007,428.0
IUS4408,PRUS00637,WUS00008,196.0
IUS4409,PRUS00092,WUS00009,79.0
IUS4410,PRUS02195,WUS00010,198.0
IUS4411,PRUS02309,WUS00011,230.0
IUS4412,PRUS09819,WUS00012,81.0
IUS4413,PRUS04299,WUS00013,469.0
IUS4414,PRUS02663,WUS00014,56.0
IUS4415,PRUS08439,WUS00015,43.0
IUS4416,PRUS03819,WUS00016,32.0
IUS4417,PRUS08682,WUS00001,231.0
IUS4418,PRUS04185,WUS00002,273.0
IUS4419,PRUS06330,WUS00003,157.0
IUS4420,PRUS08966,WUS00004,433.0
IUS4421,PRUS07643,WUS00005,139.0
IUS4422,PRUS00261,WUS00006,363.0
IUS4423,PRUS05771,WUS00007,146.0
IUS4424,PRUS00212,WUS00008,500.0
IUS4425,PRUS04224,WUS00009,453.0
IUS4426,PRUS02442,WUS00010,219.0
IUS4427,PRUS08884,WUS00011,67.0
IUS4428,PRUS01500,WUS00012,437.0
IUS4429,PRUS00947,WUS00013,381.0
IUS4430,PRUS05685,WUS00014,476.0
IUS4431,PRUS03082,WUS00015,225.0
IUS4432,PRUS09134,WUS00016,21.0
IUS4433,PRUS05459,WUS00001,420.0
IUS4434,PRUS00679,WUS00002,71.0
IUS4435,PRUS03089,WUS00003,379.0
IUS4436,PRUS06338,WUS00004,480.0
IUS4437,PRUS07904,WUS00005,28.0
IUS4438,PRUS08613,WUS00006,385.0
IUS4439,PRUS06536,WUS00007,372.0
IUS4440,PRUS09885,WUS00008,177.0
IUS4441,PRUS08387,WUS00009,400.0
IUS4442,PRUS06314,WUS00010,439.0
IUS4443,PRUS06071,WUS00011,315.0
IUS4444,PRUS00981,WUS00012,19.0
IUS4445,PRUS01489,WUS00013,323.0
IUS4446,PRUS00924,WUS00014,451.0
IUS4447,PRUS08062,WUS00015,231.0
IUS4448,PRUS07827,WUS00016,342.0
IUS4449,PRUS05873,WUS00001,185.0
IUS4450,PRUS04595,WUS00002,384.0
IUS4451,PRUS00660,WUS00003,500.0
IUS4452,PRUS06255,WUS00004,328.0
IUS4453,PRUS05660,WUS00005,194.0
IUS4454,PRUS03404,WUS00006,370.0
IUS4455,PRUS07159,WUS00007,443.0
IUS4456,PRUS08433,WUS00008,370.0
IUS4457,PRUS07685,WUS00009,420.0
IUS4458,PRUS06322,WUS00010,475.0
IUS4459,PRUS03568,WUS00011,499.0
IUS4460,PRUS04372,WUS00012,293.0
IUS4461,PRUS00703,WUS00013,388.0
IUS4462,PRUS00765,WUS00014,358.0
IUS4463,PRUS05308,WUS00015,429.0
IUS4464,PRUS07734,WUS00016,263.0
IUS4465,PRUS06561,WUS00001,154.0
IUS4466,PRUS09041,WUS00002,216.0
IUS4467,PRUS04733,WUS00003,375.0
IUS4468,PRUS08067,WUS00004,218.0
IUS4469,PRUS07351,WUS00005,293.0
IUS4470,PRUS01425,WUS00006,55.0
IUS4471,PRUS01075,WUS00007,10.0
IUS4472,PRUS01118,WUS00008,438.0
IUS4473,PRUS00214,WUS00009,155.0
IUS4474,PRUS04918,WUS00010,178.0
IUS4475,PRUS00299,WUS00011,425.0
IUS4476,PRUS01554,WUS00012,171.0
IUS4477,PRUS09708,WUS00013,355.0
IUS4478,PRUS00119,WUS00014,483.0
IUS4479,PRUS04762,WUS00015,483.0
IUS4480,PRUS08762,WUS00016,283.0
IUS4481,PRUS08398,WUS00001,422.0
IUS4482,PRUS03786,WUS00002,217.0
IUS4483,PRUS01478,WUS00003,469.0
IUS4484,PRUS07386,WUS00004,408.0
IUS4485,PRUS09250,WUS00005,438.0
IUS4486,PRUS05587,WUS00006,181.0
IUS4487,PRUS02125,WUS00007,403.0
IUS4488,PRUS03636,WUS00008,256.0
IUS4489,PRUS09041,WUS00009,13.0
IUS4490,PRUS09814,WUS00010,273.0
IUS4491,PRUS07495,WUS00011,216.0
IUS4492,PRUS07338,WUS00012,96.0
IUS4493,PRUS03399,WUS00013,209.0
IUS4494,PRUS03611,WUS00014,36.0
IUS4495,PRUS04363,WUS00015,78.0
IUS4496,PRUS03524,WUS00016,468.0
IUS4497,PRUS04290,WUS00001,272.0
IUS4498,PRUS01863,WUS00002,417.0
IUS4499,PRUS06371,WUS00003,206.0
IUS4500,PRUS06753,WUS00004,154.0
IUS4501,PRUS04744,WUS00005,255.0
IUS4502,PRUS04934,WUS00006,93.0
IUS4503,PRUS04649,WUS00007,451.0
IUS4504,PRUS04005,WUS00008,96.0
IUS4505,PRUS05465,WUS00009,228.0
IUS4506,PRUS09791,WUS00010,219.0
IUS4507,PRUS03854,WUS00011,410.0
IUS4508,PRUS05319,WUS00012,287.0
IUS4509,PRUS08014,WUS00013,225.0
IUS4510,PRUS05453,WUS00014,448.0
IUS4511,PRUS08204,WUS00015,60.0
IUS4512,PRUS08557,WUS00016,156.0
IUS4513,PRUS09780,WUS00001,47.0
IUS4514,PRUS08182,WUS00002,183.0
IUS4515,PRUS00642,WUS00003,302.0
IUS4516,PRUS01523,WUS00004,319.0
IUS4517,PRUS09241,WUS00005,63.0
IUS4518,PRUS01538,WUS00006,264.0
IUS4519,PRUS02055,WUS00007,217.0
IUS4520,PRUS07656,WUS00008,120.0
IUS4521,PRUS06225,WUS00009,75.0
IUS4522,PRUS04468,WUS00010,432.0
IUS4523,PRUS07789,WUS00011,435.0
IUS4524,PRUS06224,WUS00012,114.0
IUS4525,PRUS02444,WUS00013,73.0
IUS4526,PRUS08996,WUS00014,143.0
IUS4527,PRUS03754,WUS00015,395.0
IUS4528,PRUS00291,WUS00016,445.0
IUS4529,PRUS08454,WUS00001,495.0
IUS4530,PRUS04066,WUS00002,333.0
IUS4531,PRUS00392,WUS00003,427.0
IUS4532,PRUS03666,WUS00004,321.0
IUS4533,PRUS03009,WUS00005,456.0
IUS4534,PRUS07266,WUS00006,161.0
IUS4535,PRUS06643,WUS00007,174.0
IUS4536,PRUS07566,WUS00008,40.0
IUS4537,PRUS02730,WUS00009,52.0
IUS4538,PRUS05814,WUS00010,55.0
IUS4539,PRUS08314,WUS00011,419.0
IUS4540,PRUS04609,WUS00012,244.0
IUS4541,PRUS07853,WUS00013,246.0
IUS4542,PRUS08761,WUS00014,480.0
IUS4543,PRUS03753,WUS00015,441.0
IUS4544,PRUS02922,WUS00016,327.0
IUS4545,PRUS04294,WUS00001,492.0
IUS4546,PRUS06237,WUS00002,27.0
IUS4547,PRUS08565,WUS00003,308.0
IUS4548,PRUS08393,WUS00004,339.0
IUS4549,PRUS06875,WUS00005,300.0
IUS4550,PRUS02778,WUS00006,129.0
IUS4551,PRUS01568,WUS00007,500.0
IUS4552,PRUS04288,WUS00008,417.0
IUS4553,PRUS06524,WUS00009,276.0
IUS4554,PRUS04517,WUS00010,71.0
IUS4555,PRUS09846,WUS00011,172.0
IUS4556,PRUS08170,WUS00012,470.0
IUS4557,PRUS06511,WUS00013,455.0
IUS4558,PRUS00182,WUS00014,440.0
IUS4559,PRUS09783,WUS00015,308.0
IUS4560,PRUS07411,WUS00016,112.0
IUS4561,PRUS07764,WUS00001,74.0
IUS4562,PRUS07897,WUS00002,202.0
IUS4563,PRUS08841,WUS00003,160.0
IUS4564,PRUS09883,WUS00004,299.0
IUS4565,PRUS08097,WUS00005,45.0
IUS4566,PRUS08285,WUS00006,4.0
IUS4567,PRUS04458,WUS00007,363.0
IUS4568,PRUS08420,WUS00008,23.0
IUS4569,PRUS09234,WUS00009,108.0
IUS4570,PRUS01461,WUS00010,48.0
IUS4571,PRUS09377,WUS00011,34.0
IUS4572,PRUS07039,WUS00012,448.0
IUS4573,PRUS00748,WUS00013,347.0
IUS4574,PRUS08502,WUS00014,75.0
IUS4575,PRUS09602,WUS00015,456.0
IUS4576,PRUS07746,WUS00016,231.0
IUS4577,PRUS04829,WUS00001,58.0
IUS4578,PRUS06635,WUS00002,83.0
IUS4579,PRUS09214,WUS00003,140.0
IUS4580,PRUS01622,WUS00004,8.0
IUS4581,PRUS03335,WUS00005,485.0
IUS4582,PRUS07290,WUS00006,309.0
IUS4583,PRUS08011,WUS00007,493.0
IUS4584,PRUS09585,WUS00008,390.0
IUS4585,PRUS05226,WUS00009,145.0
IUS4586,PRUS07496,WUS00010,347.0
IUS4587,PRUS09975,WUS00011,44.0
IUS4588,PRUS05153,WUS00012,368.0
IUS4589,PRUS09366,WUS00013,464.0
IUS4590,PRUS08284,WUS00014,167.0
IUS4591,PRUS09106,WUS00015,199.0
IUS4592,PRUS08842,WUS00016,37.0
IUS4593,PRUS03331,WUS00001,499.0
IUS4594,PRUS08961,WUS00002,312.0
IUS4595,PRUS02046,WUS00003,444.0
IUS4596,PRUS09806,WUS00004,318.0
IUS4597,PRUS00252,WUS00005,240.0
IUS4598,PRUS01420,WUS00006,168.0
IUS4599,PRUS07802,WUS00007,52.0
IUS4600,PRUS06198,WUS00008,221.0
IUS4601,PRUS02505,WUS00009,273.0
IUS4602,PRUS08496,WUS00010,58.0
IUS4603,PRUS07717,WUS00011,137.0
IUS4604,PRUS01387,WUS00012,323.0
IUS4605,PRUS09728,WUS00013,375.0
IUS4606,PRUS02840,WUS00014,95.0
IUS4607,PRUS01591,WUS00015,215.0
IUS4608,PRUS06544,WUS00016,414.0
IUS4609,PRUS08088,WUS00001,440.0
IUS4610,PRUS06088,WUS00002,342.0
IUS4611,PRUS06350,WUS00003,259.0
IUS4612,PRUS07028,WUS00004,341.0
IUS4613,PRUS00390,WUS00005,141.0
IUS4614,PRUS06811,WUS00006,59.0
IUS4615,PRUS02800,WUS00007,416.0
IUS4616,PRUS02414,WUS00008,496.0
IUS4617,PRUS07202,WUS00009,348.0
IUS4618,PRUS09659,WUS00010,128.0
IUS4619,PRUS02941,WUS00011,318.0
IUS4620,PRUS08555,WUS00012,272.0
IUS4621,PRUS04968,WUS00013,292.0
IUS4622,PRUS05078,WUS00014,413.0
IUS4623,PRUS09456,WUS00015,173.0
IUS4624,PRUS09708,WUS00016,173.0
IUS4625,PRUS06476,WUS00001,337.0
IUS4626,PRUS08075,WUS00002,8.0
IUS4627,PRUS06080,WUS00003,214.0
IUS4628,PRUS07951,WUS00004,319.0
IUS4629,PRUS02291,WUS00005,223.0
IUS4630,PRUS01318,WUS00006,74.0
IUS4631,PRUS01690,WUS00007,311.0
IUS4632,PRUS06800,WUS00008,233.0
IUS4633,PRUS00341,WUS00009,169.0
IUS4634,PRUS00318,WUS00010,107.0
IUS4635,PRUS04801,WUS00011,42.0
IUS4636,PRUS01049,WUS00012,291.0
IUS4637,PRUS03039,WUS00013,45.0
IUS4638,PRUS06218,WUS00014,209.0
IUS4639,PRUS09623,WUS00015,379.0
IUS4640,PRUS06668,WUS00016,488.0
IUS4641,PRUS04143,WUS00001,120.0
IUS4642,PRUS04799,WUS00002,122.0
IUS4643,PRUS04045,WUS00003,206.0
IUS4644,PRUS03222,WUS00004,217.0
IUS4645,PRUS02568,WUS00005,308.0
IUS4646,PRUS03349,WUS00006,126.0
IUS4647,PRUS02467,WUS00007,107.0
IUS4648,PRUS06397,WUS00008,408.0
IUS4649,PRUS01653,WUS00009,115.0
IUS4650,PRUS04763,WUS00010,393.0
IUS4651,PRUS08872,WUS00011,92.0
IUS4652,PRUS05098,WUS00012,245.0
IUS4653,PRUS02655,WUS00013,163.0
IUS4654,PRUS02730,WUS00014,477.0
IUS4655,PRUS04353,WUS00015,342.0
IUS4656,PRUS03649,WUS00016,164.0
IUS4657,PRUS02724,WUS00001,289.0
IUS4658,PRUS09643,WUS00002,226.0
IUS4659,PRUS08351,WUS00003,104.0
IUS4660,PRUS07871,WUS00004,179.0
IUS4661,PRUS02049,WUS00005,6.0
IUS4662,PRUS06103,WUS00006,168.0
IUS4663,PRUS02071,WUS00007,179.0
IUS4664,PRUS04590,WUS00008,360.0
IUS4665,PRUS06152,WUS00009,421.0
IUS4666,PRUS05770,WUS00010,380.0
IUS4667,PRUS07446,WUS00011,222.0
IUS4668,PRUS01907,WUS00012,92.0
IUS4669,PRUS09924,WUS00013,428.0
IUS4670,PRUS08689,WUS00014,25.0
IUS4671,PRUS07031,WUS00015,349.0
IUS4672,PRUS05411,WUS00016,91.0
IUS4673,PRUS05367,WUS00001,352.0
IUS4674,PRUS03200,WUS00002,326.0
IUS4675,PRUS04787,WUS00003,351.0
IUS4676,PRUS09483,WUS00004,239.0
IUS4677,PRUS06638,WUS00005,380.0
IUS4678,PRUS01126,WUS00006,86.0
IUS4679,PRUS07445,WUS00007,367.0
IUS4680,PRUS08817,WUS00008,20.0
IUS4681,PRUS09752,WUS00009,194.0
IUS4682,PRUS07523,WUS00010,228.0
IUS4683,PRUS00019,WUS00011,312.0
IUS4684,PRUS06656,WUS00012,171.0
IUS4685,PRUS06997,WUS00013,357.0
IUS4686,PRUS05279,WUS00014,20.0
IUS4687,PRUS03205,WUS00015,265.0
IUS4688,PRUS08960,WUS00016,170.0
IUS4689,PRUS00056,WUS00001,472.0
IUS4690,PRUS08400,WUS00002,83.0
IUS4691,PRUS08573,WUS00003,447.0
IUS4692,PRUS03487,WUS00004,248.0
IUS4693,PRUS01329,WUS00005,453.0
IUS4694,PRUS03397,WUS00006,206.0
IUS4695,PRUS08171,WUS00007,416.0
IUS4696,PRUS07342,WUS00008,226.0
IUS4697,PRUS01560,WUS00009,83.0
IUS4698,PRUS04144,WUS00010,204.0
IUS4699,PRUS02243,WUS00011,297.0
IUS4700,PRUS07853,WUS00012,197.0
IUS4701,PRUS05934,WUS00013,463.0
IUS4702,PRUS02546,WUS00014,339.0
IUS4703,PRUS00512,WUS00015,198.0
IUS4704,PRUS08525,WUS00016,113.0
IUS4705,PRUS01689,WUS00001,216.0
IUS4706,PRUS09142,WUS00002,424.0
IUS4707,PRUS04608,WUS00003,445.0
IUS4708,PRUS00323,WUS00004,232.0
IUS4709,PRUS07089,WUS00005,359.0
IUS4710,PRUS01908,WUS00006,304.0
IUS4711,PRUS01773,WUS00007,226.0
IUS4712,PRUS02473,WUS00008,112.0
IUS4713,PRUS03567,WUS00009,427.0
IUS4714,PRUS08427,WUS00010,413.0
IUS4715,PRUS06047,WUS00011,366.0
IUS4716,PRUS01337,WUS00012,73.0
IUS4717,PRUS05179,WUS00013,441.0
IUS4718,PRUS08158,WUS00014,471.0
IUS4719,PRUS07264,WUS00015,343.0
IUS4720,PRUS02419,WUS00016,245.0
IUS4721,PRUS08550,WUS00001,78.0
IUS4722,PRUS03917,WUS00002,278.0
IUS4723,PRUS04765,WUS00003,262.0
IUS4724,PRUS08083,WUS00004,175.0
IUS4725,PRUS09005,WUS00005,251.0
IUS4726,PRUS02119,WUS00006,494.0
IUS4727,PRUS04026,WUS00007,121.0
IUS4728,PRUS04921,WUS00008,426.0
IUS4729,PRUS01856,WUS00009,172.0
IUS4730,PRUS07851,WUS00010,298.0
IUS4731,PRUS02318,WUS00011,207.0
IUS4732,PRUS03718,WUS00012,133.0
IUS4733,PRUS07835,WUS00013,299.0
IUS4734,PRUS07691,WUS00014,451.0
IUS4735,PRUS00558,WUS00015,147.0
IUS4736,PRUS02656,WUS00016,266.0
IUS4737,PRUS02297,WUS00001,421.0
IUS4738,PRUS02459,WUS00002,445.0
IUS4739,PRUS06222,WUS00003,479.0
IUS4740,PRUS05127,WUS00004,8.0
IUS4741,PRUS06345,WUS00005,448.0
IUS4742,PRUS05254,WUS00006,239.0
IUS4743,PRUS05233,WUS00007,202.0
IUS4744,PRUS00548,WUS00008,118.0
IUS4745,PRUS04558,WUS00009,490.0
IUS4746,PRUS09922,WUS00010,362.0
IUS4747,PRUS09694,WUS00011,397.0
IUS4748,PRUS01670,WUS00012,222.0
IUS4749,PRUS09267,WUS00013,125.0
IUS4750,PRUS03496,WUS00014,388.0
IUS4751,PRUS04862,WUS00015,222.0
IUS4752,PRUS09205,WUS00016,183.0
IUS4753,PRUS03247,WUS00001,1.0
IUS4754,PRUS04888,WUS00002,145.0
IUS4755,PRUS05199,WUS00003,152.0
IUS4756,PRUS03240,WUS00004,138.0
IUS4757,PRUS01471,WUS00005,95.0
IUS4758,PRUS00672,WUS00006,17.0
IUS4759,PRUS03873,WUS00007,111.0
IUS4760,PRUS05003,WUS00008,371.0
IUS4761,PRUS02818,WUS00009,385.0
IUS4762,PRUS06949,WUS00010,368.0
IUS4763,PRUS04875,WUS00011,263.0
IUS4764,PRUS09769,WUS00012,423.0
IUS4765,PRUS05038,WUS00013,39.0
IUS4766,PRUS08367,WUS00014,441.0
IUS4767,PRUS00806,WUS00015,82.0
IUS4768,PRUS06522,WUS00016,347.0
IUS4769,PRUS09191,WUS00001,12.0
IUS4770,PRUS03618,WUS00002,165.0
IUS4771,PRUS08466,WUS00003,164.0
IUS4772,PRUS00491,WUS00004,90.0
IUS4773,PRUS07920,WUS00005,240.0
IUS4774,PRUS06249,WUS00006,50.0
IUS4775,PRUS00206,WUS00007,111.0
IUS4776,PRUS06657,WUS00008,94.0
IUS4777,PRUS06751,WUS00009,56.0
IUS4778,PRUS03771,WUS00010,291.0
IUS4779,PRUS04851,WUS00011,140.0
IUS4780,PRUS00439,WUS00012,33.0
IUS4781,PRUS00778,WUS00013,122.0
IUS4782,PRUS04434,WUS00014,101.0
IUS4783,PRUS06035,WUS00015,207.0
IUS4784,PRUS09502,WUS00016,200.0
IUS4785,PRUS08750,WUS00001,30.0
IUS4786,PRUS03907,WUS00002,58.0
IUS4787,PRUS04208,WUS00003,59.0
IUS4788,PRUS08702,WUS00004,319.0
IUS4789,PRUS04907,WUS00005,158.0
IUS4790,PRUS04575,WUS00006,50.0
IUS4791,PRUS09174,WUS00007,435.0
IUS4792,PRUS05393,WUS00008,338.0
IUS4793,PRUS05981,WUS00009,45.0
IUS4794,PRUS04253,WUS00010,232.0
IUS4795,PRUS08036,WUS00011,28.0
IUS4796,PRUS06466,WUS00012,448.0
IUS4797,PRUS01911,WUS00013,191.0
IUS4798,PRUS02388,WUS00014,80.0
IUS4799,PRUS01159,WUS00015,266.0
IUS4800,PRUS06611,WUS00016,6.0
IUS4801,PRUS08173,WUS00001,209.0
IUS4802,PRUS00871,WUS00002,473.0
IUS4803,PRUS00940,WUS00003,65.0
IUS4804,PRUS07952,WUS00004,336.0
IUS4805,PRUS01696,WUS00005,26.0
IUS4806,PRUS07639,WUS00006,98.0
IUS4807,PRUS09219,WUS00007,282.0
IUS4808,PRUS03927,WUS00008,343.0
IUS4809,PRUS06800,WUS00009,283.0
IUS4810,PRUS05118,WUS00010,454.0
IUS4811,PRUS02728,WUS00011,164.0
IUS4812,PRUS05273,WUS00012,129.0
IUS4813,PRUS02160,WUS00013,364.0
IUS4814,PRUS07889,WUS00014,189.0
IUS4815,PRUS03435,WUS00015,56.0
IUS4816,PRUS05702,WUS00016,415.0
IUS4817,PRUS09069,WUS00001,186.0
IUS4818,PRUS03865,WUS00002,404.0
IUS4819,PRUS03183,WUS00003,239.0
IUS4820,PRUS01192,WUS00004,358.0
IUS4821,PRUS08100,WUS00005,406.0
IUS4822,PRUS03621,WUS00006,148.0
IUS4823,PRUS04411,WUS00007,152.0
IUS4824,PRUS01106,WUS00008,448.0
IUS4825,PRUS05009,WUS00009,273.0
IUS4826,PRUS08618,WUS00010,329.0
IUS4827,PRUS01606,WUS00011,188.0
IUS4828,PRUS06443,WUS00012,229.0
IUS4829,PRUS06882,WUS00013,430.0
IUS4830,PRUS03568,WUS00014,295.0
IUS4831,PRUS08564,WUS00015,405.0
IUS4832,PRUS09765,WUS00016,269.0
IUS4833,PRUS04121,WUS00001,430.0
IUS4834,PRUS00103,WUS00002,401.0
IUS4835,PRUS00921,WUS00003,447.0
IUS4836,PRUS02252,WUS00004,220.0
IUS4837,PRUS04244,WUS00005,285.0
IUS4838,PRUS00049,WUS00006,390.0
IUS4839,PRUS06520,WUS00007,385.0
IUS4840,PRUS07523,WUS00008,420.0
IUS4841,PRUS04439,WUS00009,267.0
IUS4842,PRUS07658,WUS00010,28.0
IUS4843,PRUS07440,WUS00011,169.0
IUS4844,PRUS08047,WUS00012,122.0
IUS4845,PRUS09862,WUS00013,113.0
IUS4846,PRUS01693,WUS00014,21.0
IUS4847,PRUS03364,WUS00015,86.0
IUS4848,PRUS02625,WUS00016,143.0
IUS4849,PRUS03176,WUS00001,472.0
IUS4850,PRUS05534,WUS00002,2.0
IUS4851,PRUS03294,WUS00003,499.0
IUS4852,PRUS07535,WUS00004,270.0
IUS4853,PRUS08105,WUS00005,221.0
IUS4854,PRUS07706,WUS00006,460.0
IUS4855,PRUS09297,WUS00007,499.0
IUS4856,PRUS07897,WUS00008,500.0
IUS4857,PRUS04696,WUS00009,318.0
IUS4858,PRUS06113,WUS00010,119.0
IUS4859,PRUS09047,WUS00011,345.0
IUS4860,PRUS09924,WUS00012,473.0
IUS4861,PRUS01133,WUS00013,120.0
IUS4862,PRUS01050,WUS00014,26.0
IUS4863,PRUS05522,WUS00015,487.0
IUS4864,PRUS08375,WUS00016,383.0
IUS4865,PRUS09245,WUS00001,97.0
IUS4866,PRUS00536,WUS00002,413.0
IUS4867,PRUS03998,WUS00003,206.0
IUS4868,PRUS00627,WUS00004,161.0
IUS4869,PRUS07452,WUS00005,343.0
IUS4870,PRUS03678,WUS00006,444.0
IUS4871,PRUS09090,WUS00007,437.0
IUS4872,PRUS06005,WUS00008,86.0
IUS4873,PRUS03658,WUS00009,215.0
IUS4874,PRUS02038,WUS00010,102.0
IUS4875,PRUS07311,WUS00011,47.0
IUS4876,PRUS01169,WUS00012,93.0
IUS4877,PRUS02386,WUS00013,265.0
IUS4878,PRUS03221,WUS00014,79.0
IUS4879,PRUS03204,WUS00015,110.0
IUS4880,PRUS06516,WUS00016,446.0
IUS4881,PRUS02382,WUS00001,322.0
IUS4882,PRUS00707,WUS00002,347.0
IUS4883,PRUS08713,WUS00003,399.0
IUS4884,PRUS00951,WUS00004,286.0
IUS4885,PRUS09213,WUS00005,57.0
IUS4886,PRUS00368,WUS00006,258.0
IUS4887,PRUS02062,WUS00007,40.0
IUS4888,PRUS08390,WUS00008,297.0
IUS4889,PRUS03811,WUS00009,450.0
IUS4890,PRUS01829,WUS00010,447.0
IUS4891,PRUS02522,WUS00011,130.0
IUS4892,PRUS06784,WUS00012,316.0
IUS4893,PRUS01554,WUS00013,251.0
IUS4894,PRUS08796,WUS00014,266.0
IUS4895,PRUS00381,WUS00015,225.0
IUS4896,PRUS07189,WUS00016,291.0
IUS4897,PRUS08960,WUS00001,365.0
IUS4898,PRUS02452,WUS00002,6.0
IUS4899,PRUS08349,WUS00003,286.0
IUS4900,PRUS08563,WUS00004,500.0
IUS4901,PRUS09525,WUS00005,257.0
IUS4902,PRUS00586,WUS00006,303.0
IUS4903,PRUS08509,WUS00007,109.0
IUS4904,PRUS07308,WUS00008,140.0
