Order_Line_ID,Order_ID,Product_ID,Quantity
SOLUS05020,SOUS05662,PRUS09179,6
SOLUS05021,SOUS03749,PRUS05128,2
SOLUS05022,SOUS05825,PRUS03827,10
SOLUS05023,SOUS01451,PRUS05681,4
SOLUS05024,SOUS05722,PRUS03540,15
SOLUS05025,SOUS05398,PRUS05985,1
SOLUS05026,SOUS04091,PRUS02470,1
SOLUS05027,SOUS00749,PRUS06760,3
SOLUS05028,SOUS04236,PRUS00674,12
SOLUS05029,SOUS01062,PRUS03518,3
SOLUS05030,SOUS08325,PRUS03942,1
SOLUS05031,SOUS04751,PRUS06578,9
SOLUS05032,SOUS07000,PRUS05145,19
SOLUS05033,SOUS09919,PRUS01964,9
SOLUS05034,SOUS02887,PRUS06649,9
SOLUS05035,SOUS03576,PRUS05812,4
SOLUS05036,SOUS00959,PRUS03726,18
SOLUS05037,SOUS03198,PRUS04793,15
SOLUS05038,SOUS03251,PRUS06405,5
SOLUS05039,SOUS08311,PRUS00293,8
SOLUS05040,SOUS02776,PRUS07674,11
SOLUS05041,SOUS08298,PRUS02194,3
SOLUS05042,SOUS02395,PRUS03898,16
SOLUS05043,SOUS04723,PRUS08741,19
SOLUS05044,SOUS04861,PRUS04461,11
SOLUS05045,SOUS07768,PRUS04834,12
SOLUS05046,SOUS06590,PRUS09479,3
SOLUS05047,SOUS00511,PRUS02455,17
SOLUS05048,SOUS05675,PRUS06374,17
SOLUS05049,SOUS03825,PRUS01419,11
SOLUS05050,SOUS05350,PRUS03399,16
SOLUS05051,SOUS01132,PRUS00237,1
SOLUS05052,SOUS01064,PRUS06583,12
SOLUS05053,SOUS06227,PRUS08692,5
SOLUS05054,SOUS04709,PRUS05016,10
SOLUS05055,SOUS01507,PRUS04046,2
SOLUS05056,SOUS06575,PRUS06752,2
SOLUS05057,SOUS06013,PRUS09779,13
SOLUS05058,SOUS01875,PRUS05801,7
SOLUS05059,SOUS06811,PRUS08442,15
SOLUS05060,SOUS06599,PRUS07222,15
SOLUS05061,SOUS03740,PRUS04488,6
SOLUS05062,SOUS09281,PRUS07136,16
SOLUS05063,SOUS03525,PRUS01399,5
SOLUS05064,SOUS09768,PRUS09597,5
SOLUS05065,SOUS07497,PRUS07807,12
SOLUS05066,SOUS06409,PRUS04794,15
SOLUS05067,SOUS06848,PRUS07220,15
SOLUS05068,SOUS02529,PRUS08021,1
SOLUS05069,SOUS01845,PRUS01672,17
SOLUS05070,SOUS04726,PRUS02607,7
SOLUS05071,SOUS00761,PRUS07016,12
SOLUS05072,SOUS09425,PRUS03691,12
SOLUS05073,SOUS09437,PRUS05128,4
SOLUS05074,SOUS00774,PRUS01638,4
SOLUS05075,SOUS03367,PRUS05142,9
SOLUS05076,SOUS07122,PRUS01933,14
SOLUS05077,SOUS00066,PRUS07238,13
SOLUS05078,SOUS04454,PRUS07249,10
SOLUS05079,SOUS05675,PRUS02865,11
SOLUS05080,SOUS02210,PRUS07442,2
SOLUS05081,SOUS04963,PRUS05946,2
SOLUS05082,SOUS08692,PRUS03769,17
SOLUS05083,SOUS09976,PRUS03256,5
SOLUS05084,SOUS00766,PRUS06669,5
SOLUS05085,SOUS01281,PRUS07805,11
SOLUS05086,SOUS03035,PRUS08268,4
SOLUS05087,SOUS00516,PRUS09871,1
SOLUS05088,SOUS09264,PRUS05272,15
SOLUS05089,SOUS00021,PRUS05371,4
SOLUS05090,SOUS05316,PRUS04471,12
SOLUS05091,SOUS06482,PRUS06031,4
SOLUS05092,SOUS02185,PRUS02236,1
SOLUS05093,SOUS05181,PRUS00564,11
SOLUS05094,SOUS07616,PRUS07366,2
SOLUS05095,SOUS07827,PRUS04193,6
SOLUS05096,SOUS02649,PRUS02362,1
SOLUS05097,SOUS04277,PRUS07641,19
SOLUS05098,SOUS08465,PRUS00983,4
SOLUS05099,SOUS00932,PRUS01757,14
SOLUS05100,SOUS01597,PRUS02983,6
SOLUS05101,SOUS05500,PRUS05469,2
SOLUS05102,SOUS03821,PRUS08615,2
SOLUS05103,SOUS01432,PRUS02925,5
SOLUS05104,SOUS03850,PRUS03805,12
SOLUS05105,SOUS09236,PRUS09035,2
SOLUS05106,SOUS01964,PRUS00679,2
SOLUS05107,SOUS01330,PRUS06905,9
SOLUS05108,SOUS06565,PRUS02522,1
SOLUS05109,SOUS05102,PRUS09970,5
SOLUS05110,SOUS03440,PRUS00740,8
SOLUS05111,SOUS02602,PRUS08806,20
SOLUS05112,SOUS05811,PRUS01958,8
SOLUS05113,SOUS06816,PRUS03052,6
SOLUS05114,SOUS04241,PRUS01063,4
SOLUS05115,SOUS06824,PRUS07982,11
SOLUS05116,SOUS08140,PRUS09963,7
SOLUS05117,SOUS09775,PRUS04095,17
SOLUS05118,SOUS03659,PRUS05503,19
SOLUS05119,SOUS05097,PRUS09344,8
SOLUS05120,SOUS01982,PRUS05302,19
SOLUS05121,SOUS02199,PRUS09653,19
SOLUS05122,SOUS02459,PRUS00772,5
SOLUS05123,SOUS09820,PRUS02124,16
SOLUS05124,SOUS09434,PRUS08083,14
SOLUS05125,SOUS03301,PRUS03276,5
SOLUS05126,SOUS04563,PRUS02251,18
SOLUS05127,SOUS04898,PRUS09662,15
SOLUS05128,SOUS04575,PRUS03052,7
SOLUS05129,SOUS06503,PRUS09094,11
SOLUS05130,SOUS07693,PRUS04962,19
SOLUS05131,SOUS00705,PRUS02572,5
SOLUS05132,SOUS01168,PRUS07821,8
SOLUS05133,SOUS02983,PRUS04584,1
SOLUS05134,SOUS09261,PRUS08325,18
SOLUS05135,SOUS02391,PRUS05828,6
SOLUS05136,SOUS02389,PRUS02336,3
SOLUS05137,SOUS05144,PRUS05020,9
SOLUS05138,SOUS05359,PRUS01723,13
SOLUS05139,SOUS00285,PRUS08468,11
SOLUS05140,SOUS04730,PRUS05092,11
SOLUS05141,SOUS03098,PRUS04447,17
SOLUS05142,SOUS05606,PRUS03655,17
SOLUS05143,SOUS01735,PRUS06576,18
SOLUS05144,SOUS07344,PRUS04239,13
SOLUS05145,SOUS00238,PRUS08583,4
SOLUS05146,SOUS09984,PRUS09347,6
SOLUS05147,SOUS07310,PRUS05826,9
SOLUS05148,SOUS01650,PRUS09833,7
SOLUS05149,SOUS03530,PRUS01814,16
SOLUS05150,SOUS07650,PRUS03961,15
SOLUS05151,SOUS03905,PRUS02123,20
SOLUS05152,SOUS03591,PRUS01397,7
SOLUS05153,SOUS06388,PRUS07563,19
SOLUS05154,SOUS03166,PRUS02595,7
SOLUS05155,SOUS05218,PRUS07622,18
SOLUS05156,SOUS08518,PRUS08133,8
SOLUS05157,SOUS07854,PRUS00267,6
SOLUS05158,SOUS05434,PRUS06307,2
SOLUS05159,SOUS00740,PRUS06535,16
SOLUS05160,SOUS01229,PRUS02252,13
SOLUS05161,SOUS06867,PRUS04637,2
SOLUS05162,SOUS03754,PRUS03212,14
SOLUS05163,SOUS08791,PRUS01204,11
SOLUS05164,SOUS05302,PRUS01487,15
SOLUS05165,SOUS09593,PRUS05928,18
SOLUS05166,SOUS01820,PRUS03861,19
SOLUS05167,SOUS04809,PRUS03252,7
SOLUS05168,SOUS03151,PRUS08236,7
SOLUS05169,SOUS05312,PRUS03566,11
SOLUS05170,SOUS07728,PRUS06056,4
SOLUS05171,SOUS01222,PRUS03520,18
SOLUS05172,SOUS06322,PRUS05657,16
SOLUS05173,SOUS04740,PRUS02536,7
SOLUS05174,SOUS07115,PRUS07439,9
SOLUS05175,SOUS02795,PRUS05245,4
SOLUS05176,SOUS00686,PRUS07157,18
SOLUS05177,SOUS00597,PRUS04032,2
SOLUS05178,SOUS05396,PRUS04122,10
SOLUS05179,SOUS00534,PRUS00709,13
SOLUS05180,SOUS08474,PRUS01274,10
SOLUS05181,SOUS05209,PRUS08165,1
SOLUS05182,SOUS04442,PRUS06119,11
SOLUS05183,SOUS05852,PRUS01597,8
SOLUS05184,SOUS06325,PRUS04784,3
SOLUS05185,SOUS05162,PRUS02200,17
SOLUS05186,SOUS00269,PRUS07020,19
SOLUS05187,SOUS06050,PRUS02756,13
SOLUS05188,SOUS03447,PRUS04560,4
SOLUS05189,SOUS07849,PRUS01208,13
SOLUS05190,SOUS08954,PRUS07816,11
SOLUS05191,SOUS02589,PRUS07115,15
SOLUS05192,SOUS06822,PRUS05881,16
SOLUS05193,SOUS05009,PRUS00951,9
SOLUS05194,SOUS01792,PRUS02171,9
SOLUS05195,SOUS04104,PRUS04750,6
SOLUS05196,SOUS04387,PRUS09614,20
SOLUS05197,SOUS03967,PRUS08971,19
SOLUS05198,SOUS05543,PRUS01334,2
SOLUS05199,SOUS06117,PRUS02190,7
SOLUS05200,SOUS08134,PRUS09473,19
SOLUS05201,SOUS07766,PRUS04428,1
SOLUS05202,SOUS07860,PRUS00628,19
SOLUS05203,SOUS09430,PRUS05693,9
SOLUS05204,SOUS03372,PRUS02241,1
SOLUS05205,SOUS05898,PRUS06363,12
SOLUS05206,SOUS08280,PRUS06442,10
SOLUS05207,SOUS02286,PRUS02125,13
SOLUS05208,SOUS04658,PRUS07223,12
SOLUS05209,SOUS08073,PRUS08998,20
SOLUS05210,SOUS04785,PRUS08426,5
SOLUS05211,SOUS03210,PRUS06754,18
SOLUS05212,SOUS04114,PRUS00413,18
SOLUS05213,SOUS01849,PRUS02982,10
SOLUS05214,SOUS09635,PRUS03153,18
SOLUS05215,SOUS01137,PRUS04910,20
SOLUS05216,SOUS04251,PRUS08633,19
SOLUS05217,SOUS07365,PRUS02061,13
SOLUS05218,SOUS04189,PRUS09853,6
SOLUS05219,SOUS04236,PRUS00731,20
SOLUS05220,SOUS01948,PRUS09688,4
SOLUS05221,SOUS05109,PRUS05240,11
SOLUS05222,SOUS00528,PRUS09572,8
SOLUS05223,SOUS06109,PRUS03245,4
SOLUS05224,SOUS02750,PRUS06688,9
SOLUS05225,SOUS09820,PRUS06513,12
SOLUS05226,SOUS01922,PRUS02480,8
SOLUS05227,SOUS01256,PRUS03955,8
SOLUS05228,SOUS07973,PRUS00401,5
SOLUS05229,SOUS06352,PRUS03312,17
SOLUS05230,SOUS09319,PRUS09996,9
SOLUS05231,SOUS00688,PRUS03048,5
SOLUS05232,SOUS09790,PRUS06359,11
SOLUS05233,SOUS04242,PRUS06770,19
SOLUS05234,SOUS06921,PRUS09924,6
SOLUS05235,SOUS09467,PRUS00681,17
SOLUS05236,SOUS04052,PRUS08409,10
SOLUS05237,SOUS00030,PRUS00692,3
SOLUS05238,SOUS08157,PRUS03571,12
SOLUS05239,SOUS02848,PRUS00962,19
SOLUS05240,SOUS02851,PRUS02693,2
SOLUS05241,SOUS00013,PRUS07409,10
SOLUS05242,SOUS07274,PRUS04412,6
SOLUS05243,SOUS06348,PRUS07787,15
SOLUS05244,SOUS09777,PRUS06544,1
SOLUS05245,SOUS05733,PRUS01840,10
SOLUS05246,SOUS06993,PRUS05627,6
SOLUS05247,SOUS01585,PRUS08244,9
SOLUS05248,SOUS04042,PRUS06261,8
SOLUS05249,SOUS04532,PRUS07885,5
SOLUS05250,SOUS08412,PRUS02088,11
SOLUS05251,SOUS01918,PRUS05172,6
SOLUS05252,SOUS04938,PRUS08758,6
SOLUS05253,SOUS05877,PRUS08474,14
SOLUS05254,SOUS06672,PRUS04652,20
SOLUS05255,SOUS02103,PRUS07515,4
SOLUS05256,SOUS03139,PRUS03661,2
SOLUS05257,SOUS00230,PRUS02582,18
SOLUS05258,SOUS01824,PRUS09841,8
SOLUS05259,SOUS07602,PRUS03746,19
SOLUS05260,SOUS05967,PRUS04654,15
SOLUS05261,SOUS01675,PRUS02065,18
SOLUS05262,SOUS08141,PRUS04765,9
SOLUS05263,SOUS02884,PRUS04195,5
SOLUS05264,SOUS04222,PRUS02966,20
SOLUS05265,SOUS05286,PRUS02263,2
SOLUS05266,SOUS09685,PRUS04546,15
SOLUS05267,SOUS02172,PRUS01279,9
SOLUS05268,SOUS05926,PRUS04118,7
SOLUS05269,SOUS03291,PRUS07550,9
SOLUS05270,SOUS02637,PRUS08606,17
SOLUS05271,SOUS00758,PRUS01253,2
SOLUS05272,SOUS07618,PRUS06853,14
SOLUS05273,SOUS00368,PRUS04488,19
SOLUS05274,SOUS02367,PRUS05285,19
SOLUS05275,SOUS05311,PRUS05278,10
SOLUS05276,SOUS08169,PRUS09119,17
SOLUS05277,SOUS01125,PRUS09937,6
SOLUS05278,SOUS01663,PRUS01826,9
SOLUS05279,SOUS09429,PRUS01723,15
SOLUS05280,SOUS00355,PRUS09552,1
SOLUS05281,SOUS03384,PRUS06012,12
SOLUS05282,SOUS05705,PRUS04293,8
SOLUS05283,SOUS01062,PRUS02842,16
SOLUS05284,SOUS00538,PRUS00488,19
SOLUS05285,SOUS07128,PRUS04854,5
SOLUS05286,SOUS09039,PRUS06526,6
SOLUS05287,SOUS05321,PRUS01640,2
SOLUS05288,SOUS03722,PRUS06403,16
SOLUS05289,SOUS02213,PRUS06738,1
SOLUS05290,SOUS06189,PRUS06247,7
SOLUS05291,SOUS04926,PRUS02545,15
SOLUS05292,SOUS09280,PRUS00240,12
SOLUS05293,SOUS04793,PRUS04375,7
SOLUS05294,SOUS02403,PRUS04446,16
SOLUS05295,SOUS04305,PRUS00928,19
SOLUS05296,SOUS03634,PRUS01704,15
SOLUS05297,SOUS07669,PRUS08092,8
SOLUS05298,SOUS06312,PRUS08893,9
SOLUS05299,SOUS04446,PRUS08565,12
SOLUS05300,SOUS04342,PRUS09048,12
SOLUS05301,SOUS09206,PRUS01430,14
SOLUS05302,SOUS06835,PRUS01959,15
SOLUS05303,SOUS01515,PRUS00085,16
SOLUS05304,SOUS07386,PRUS00745,2
SOLUS05305,SOUS00644,PRUS07283,17
SOLUS05306,SOUS00921,PRUS09424,1
SOLUS05307,SOUS08103,PRUS08771,8
SOLUS05308,SOUS07540,PRUS05156,4
SOLUS05309,SOUS02628,PRUS06919,15
SOLUS05310,SOUS09846,PRUS01227,6
SOLUS05311,SOUS04179,PRUS05771,10
SOLUS05312,SOUS01168,PRUS02283,9
SOLUS05313,SOUS09327,PRUS04246,16
SOLUS05314,SOUS00243,PRUS03172,6
SOLUS05315,SOUS09726,PRUS02610,5
SOLUS05316,SOUS07816,PRUS00629,4
SOLUS05317,SOUS03440,PRUS06627,10
SOLUS05318,SOUS05460,PRUS08083,8
SOLUS05319,SOUS07773,PRUS02041,3
SOLUS05320,SOUS05925,PRUS01954,14
SOLUS05321,SOUS08343,PRUS00993,1
SOLUS05322,SOUS08615,PRUS00129,12
SOLUS05323,SOUS01401,PRUS05600,4
SOLUS05324,SOUS06042,PRUS04766,16
SOLUS05325,SOUS03434,PRUS05785,10
SOLUS05326,SOUS09438,PRUS04861,19
SOLUS05327,SOUS09404,PRUS01146,14
SOLUS05328,SOUS06388,PRUS04271,19
SOLUS05329,SOUS05561,PRUS09409,14
SOLUS05330,SOUS05598,PRUS03429,11
SOLUS05331,SOUS05465,PRUS03675,4
SOLUS05332,SOUS03254,PRUS01313,4
SOLUS05333,SOUS05407,PRUS07018,12
SOLUS05334,SOUS00425,PRUS07705,13
SOLUS05335,SOUS09884,PRUS03891,5
SOLUS05336,SOUS09216,PRUS00340,10
SOLUS05337,SOUS09516,PRUS07209,20
SOLUS05338,SOUS02767,PRUS08646,16
SOLUS05339,SOUS07884,PRUS04747,5
SOLUS05340,SOUS01232,PRUS04392,17
SOLUS05341,SOUS06437,PRUS02667,12
SOLUS05342,SOUS06139,PRUS05221,19
SOLUS05343,SOUS07248,PRUS07438,18
SOLUS05344,SOUS03968,PRUS01008,4
SOLUS05345,SOUS00580,PRUS01511,7
SOLUS05346,SOUS03786,PRUS07644,17
SOLUS05347,SOUS08285,PRUS09212,13
SOLUS05348,SOUS01615,PRUS06979,18
SOLUS05349,SOUS04797,PRUS09117,3
SOLUS05350,SOUS06455,PRUS09675,14
SOLUS05351,SOUS08557,PRUS02594,17
SOLUS05352,SOUS00448,PRUS07430,3
SOLUS05353,SOUS01668,PRUS06339,8
SOLUS05354,SOUS06450,PRUS00382,17
SOLUS05355,SOUS05807,PRUS02830,6
SOLUS05356,SOUS06863,PRUS00626,8
SOLUS05357,SOUS00512,PRUS03567,3
SOLUS05358,SOUS05866,PRUS04879,4
SOLUS05359,SOUS07939,PRUS04719,14
SOLUS05360,SOUS05902,PRUS00144,5
SOLUS05361,SOUS05109,PRUS06567,18
SOLUS05362,SOUS05568,PRUS08466,15
SOLUS05363,SOUS00443,PRUS04355,14
SOLUS05364,SOUS04606,PRUS02797,11
SOLUS05365,SOUS08649,PRUS02698,19
SOLUS05366,SOUS00077,PRUS09108,9
SOLUS05367,SOUS09960,PRUS00372,15
SOLUS05368,SOUS03762,PRUS02809,4
SOLUS05369,SOUS09528,PRUS06815,17
SOLUS05370,SOUS09540,PRUS01274,17
SOLUS05371,SOUS03225,PRUS04348,8
SOLUS05372,SOUS04083,PRUS08181,13
SOLUS05373,SOUS05272,PRUS05990,20
SOLUS05374,SOUS05386,PRUS04872,10
SOLUS05375,SOUS06183,PRUS09774,2
SOLUS05376,SOUS02180,PRUS03736,11
SOLUS05377,SOUS06021,PRUS00764,17
SOLUS05378,SOUS01392,PRUS04332,7
SOLUS05379,SOUS09987,PRUS00993,17
SOLUS05380,SOUS04789,PRUS03472,2
SOLUS05381,SOUS05801,PRUS07750,15
SOLUS05382,SOUS00310,PRUS08709,7
SOLUS05383,SOUS02175,PRUS07220,5
SOLUS05384,SOUS04958,PRUS06047,5
SOLUS05385,SOUS07222,PRUS05380,20
SOLUS05386,SOUS06841,PRUS08517,5
SOLUS05387,SOUS04529,PRUS07829,12
SOLUS05388,SOUS06104,PRUS02049,1
SOLUS05389,SOUS00120,PRUS00580,20
SOLUS05390,SOUS06983,PRUS01222,7
SOLUS05391,SOUS04796,PRUS01593,14
SOLUS05392,SOUS02798,PRUS07725,5
SOLUS05393,SOUS04950,PRUS04177,1
SOLUS05394,SOUS07395,PRUS07887,16
SOLUS05395,SOUS03168,PRUS08622,16
SOLUS05396,SOUS01446,PRUS01359,8
SOLUS05397,SOUS07338,PRUS08431,16
SOLUS05398,SOUS01291,PRUS00675,16
SOLUS05399,SOUS08421,PRUS08020,10
SOLUS05400,SOUS09543,PRUS02870,12
SOLUS05401,SOUS08486,PRUS08902,18
SOLUS05402,SOUS03093,PRUS03731,1
SOLUS05403,SOUS02718,PRUS09690,11
SOLUS05404,SOUS00438,PRUS03915,3
SOLUS05405,SOUS05803,PRUS03798,9
SOLUS05406,SOUS03662,PRUS08486,9
SOLUS05407,SOUS08288,PRUS08002,12
SOLUS05408,SOUS02183,PRUS08153,9
SOLUS05409,SOUS04765,PRUS09832,4
SOLUS05410,SOUS04554,PRUS04706,2
SOLUS05411,SOUS03864,PRUS02920,12
SOLUS05412,SOUS05506,PRUS03468,18
SOLUS05413,SOUS09878,PRUS08040,1
SOLUS05414,SOUS01863,PRUS02846,5
SOLUS05415,SOUS04973,PRUS06428,13
SOLUS05416,SOUS05047,PRUS02001,14
SOLUS05417,SOUS06191,PRUS08423,7
SOLUS05418,SOUS05942,PRUS09368,4
SOLUS05419,SOUS04360,PRUS05850,17
SOLUS05420,SOUS06736,PRUS06407,2
SOLUS05421,SOUS02420,PRUS05622,1
SOLUS05422,SOUS02455,PRUS01106,12
SOLUS05423,SOUS08264,PRUS01317,2
SOLUS05424,SOUS03736,PRUS06551,9
SOLUS05425,SOUS03510,PRUS00595,17
SOLUS05426,SOUS09374,PRUS07496,17
SOLUS05427,SOUS00478,PRUS03892,6
SOLUS05428,SOUS02688,PRUS06746,18
SOLUS05429,SOUS01038,PRUS03491,14
SOLUS05430,SOUS02609,PRUS04968,12
SOLUS05431,SOUS06242,PRUS01261,3
SOLUS05432,SOUS07144,PRUS02451,16
SOLUS05433,SOUS07125,PRUS03993,13
SOLUS05434,SOUS06375,PRUS02005,16
SOLUS05435,SOUS05070,PRUS07439,17
SOLUS05436,SOUS00338,PRUS05233,6
SOLUS05437,SOUS04619,PRUS03307,17
SOLUS05438,SOUS00530,PRUS09144,6
SOLUS05439,SOUS06722,PRUS07598,17
SOLUS05440,SOUS02676,PRUS08194,14
SOLUS05441,SOUS07743,PRUS08701,8
SOLUS05442,SOUS07617,PRUS00097,13
SOLUS05443,SOUS09649,PRUS08720,7
SOLUS05444,SOUS04895,PRUS03086,12
SOLUS05445,SOUS08139,PRUS08044,1
SOLUS05446,SOUS09433,PRUS08661,6
SOLUS05447,SOUS04403,PRUS09434,3
SOLUS05448,SOUS03996,PRUS03046,8
SOLUS05449,SOUS00823,PRUS03601,5
SOLUS05450,SOUS07744,PRUS00312,16
SOLUS05451,SOUS06413,PRUS00270,12
SOLUS05452,SOUS03259,PRUS07695,12
SOLUS05453,SOUS05418,PRUS00754,5
SOLUS05454,SOUS05262,PRUS08441,3
SOLUS05455,SOUS00200,PRUS09666,18
SOLUS05456,SOUS03824,PRUS02986,9
SOLUS05457,SOUS06689,PRUS01535,2
SOLUS05458,SOUS01268,PRUS01603,1
SOLUS05459,SOUS00974,PRUS00285,18
SOLUS05460,SOUS01052,PRUS07848,12
SOLUS05461,SOUS05206,PRUS00709,2
SOLUS05462,SOUS02361,PRUS06292,18
SOLUS05463,SOUS08158,PRUS05134,11
SOLUS05464,SOUS05138,PRUS01503,5
SOLUS05465,SOUS04008,PRUS03126,13
SOLUS05466,SOUS08697,PRUS03458,3
SOLUS05467,SOUS04853,PRUS07455,16
SOLUS05468,SOUS03377,PRUS01331,9
SOLUS05469,SOUS01711,PRUS01934,17
SOLUS05470,SOUS08723,PRUS07948,11
SOLUS05471,SOUS05143,PRUS08843,7
SOLUS05472,SOUS00896,PRUS07414,15
SOLUS05473,SOUS07679,PRUS04959,8
SOLUS05474,SOUS07524,PRUS06198,16
SOLUS05475,SOUS03845,PRUS04497,4
SOLUS05476,SOUS00335,PRUS07592,13
SOLUS05477,SOUS02278,PRUS05296,14
SOLUS05478,SOUS02054,PRUS00896,17
SOLUS05479,SOUS03481,PRUS06060,12
SOLUS05480,SOUS05028,PRUS00594,8
SOLUS05481,SOUS05337,PRUS06819,8
SOLUS05482,SOUS08500,PRUS05704,20
SOLUS05483,SOUS03525,PRUS01404,14
SOLUS05484,SOUS01771,PRUS04620,7
SOLUS05485,SOUS01173,PRUS02307,10
SOLUS05486,SOUS08604,PRUS03785,13
SOLUS05487,SOUS04470,PRUS03529,8
SOLUS05488,SOUS08619,PRUS08902,16
SOLUS05489,SOUS04908,PRUS07285,3
SOLUS05490,SOUS07374,PRUS01044,18
SOLUS05491,SOUS01063,PRUS04850,14
SOLUS05492,SOUS09527,PRUS07644,5
SOLUS05493,SOUS05002,PRUS02438,5
SOLUS05494,SOUS00209,PRUS05355,1
SOLUS05495,SOUS01274,PRUS07403,17
SOLUS05496,SOUS06715,PRUS07736,18
SOLUS05497,SOUS08255,PRUS03287,11
SOLUS05498,SOUS09932,PRUS07084,10
SOLUS05499,SOUS06764,PRUS05780,11
SOLUS05500,SOUS09768,PRUS04203,4
SOLUS05501,SOUS01615,PRUS08319,16
SOLUS05502,SOUS09953,PRUS05447,12
SOLUS05503,SOUS04394,PRUS05294,2
SOLUS05504,SOUS07685,PRUS07517,7
SOLUS05505,SOUS00737,PRUS06278,14
SOLUS05506,SOUS06636,PRUS06072,16
SOLUS05507,SOUS00290,PRUS08619,2
SOLUS05508,SOUS01266,PRUS06971,18
SOLUS05509,SOUS05385,PRUS07967,19
SOLUS05510,SOUS00826,PRUS02462,13
SOLUS05511,SOUS04505,PRUS03674,7
SOLUS05512,SOUS00061,PRUS00883,1
SOLUS05513,SOUS02537,PRUS08491,4
SOLUS05514,SOUS04555,PRUS03714,10
SOLUS05515,SOUS08474,PRUS02602,8
SOLUS05516,SOUS06396,PRUS04834,3
SOLUS05517,SOUS04985,PRUS06082,13
SOLUS05518,SOUS00920,PRUS09450,13
SOLUS05519,SOUS02192,PRUS03291,10
SOLUS05520,SOUS00464,PRUS00613,6
SOLUS05521,SOUS02963,PRUS05817,12
SOLUS05522,SOUS03441,PRUS04974,9
SOLUS05523,SOUS04352,PRUS05404,20
SOLUS05524,SOUS01238,PRUS01859,19
SOLUS05525,SOUS09240,PRUS08384,11
SOLUS05526,SOUS09537,PRUS01137,5
SOLUS05527,SOUS04314,PRUS06793,14
SOLUS05528,SOUS05720,PRUS00918,10
SOLUS05529,SOUS04293,PRUS08397,3
SOLUS05530,SOUS01073,PRUS04246,10
SOLUS05531,SOUS01794,PRUS01573,16
SOLUS05532,SOUS07159,PRUS02531,19
SOLUS05533,SOUS07914,PRUS04087,10
SOLUS05534,SOUS09651,PRUS03225,15
SOLUS05535,SOUS05401,PRUS02552,16
SOLUS05536,SOUS01514,PRUS01088,11
SOLUS05537,SOUS06201,PRUS07348,9
SOLUS05538,SOUS06411,PRUS06037,18
SOLUS05539,SOUS09377,PRUS04646,3
SOLUS05540,SOUS09568,PRUS08837,20
SOLUS05541,SOUS06047,PRUS01572,4
SOLUS05542,SOUS00748,PRUS08172,20
SOLUS05543,SOUS03733,PRUS03303,16
SOLUS05544,SOUS07089,PRUS01101,8
SOLUS05545,SOUS02194,PRUS08794,13
SOLUS05546,SOUS00914,PRUS05456,17
SOLUS05547,SOUS02533,PRUS08917,16
SOLUS05548,SOUS02929,PRUS04864,8
SOLUS05549,SOUS01034,PRUS07911,15
SOLUS05550,SOUS00557,PRUS06258,4
SOLUS05551,SOUS06287,PRUS02158,1
SOLUS05552,SOUS08915,PRUS09632,13
SOLUS05553,SOUS05366,PRUS02560,17
SOLUS05554,SOUS06486,PRUS07855,4
SOLUS05555,SOUS03159,PRUS06285,16
SOLUS05556,SOUS06551,PRUS04280,5
SOLUS05557,SOUS00771,PRUS02330,12
SOLUS05558,SOUS08525,PRUS08062,4
SOLUS05559,SOUS09717,PRUS01611,5
SOLUS05560,SOUS01964,PRUS03140,15
SOLUS05561,SOUS09270,PRUS05802,5
SOLUS05562,SOUS00090,PRUS05201,14
SOLUS05563,SOUS03020,PRUS08176,4
SOLUS05564,SOUS00320,PRUS04239,19
SOLUS05565,SOUS08172,PRUS09143,9
SOLUS05566,SOUS05086,PRUS07407,9
SOLUS05567,SOUS01285,PRUS00641,14
SOLUS05568,SOUS06705,PRUS03666,5
SOLUS05569,SOUS01551,PRUS09114,9
SOLUS05570,SOUS02053,PRUS07786,1
SOLUS05571,SOUS06978,PRUS07782,1
SOLUS05572,SOUS03198,PRUS03110,1
SOLUS05573,SOUS02842,PRUS05590,3
SOLUS05574,SOUS06543,PRUS05707,9
SOLUS05575,SOUS01676,PRUS04442,15
SOLUS05576,SOUS05264,PRUS05163,5
SOLUS05577,SOUS07180,PRUS02538,5
SOLUS05578,SOUS00681,PRUS01964,6
SOLUS05579,SOUS01935,PRUS09557,6
SOLUS05580,SOUS01454,PRUS00855,20
SOLUS05581,SOUS03166,PRUS01013,2
SOLUS05582,SOUS00625,PRUS04156,2
SOLUS05583,SOUS01598,PRUS05380,10
SOLUS05584,SOUS01745,PRUS00950,6
SOLUS05585,SOUS08673,PRUS07784,2
SOLUS05586,SOUS04156,PRUS03467,12
SOLUS05587,SOUS07149,PRUS07722,15
SOLUS05588,SOUS06791,PRUS00609,1
SOLUS05589,SOUS03442,PRUS03666,9
SOLUS05590,SOUS02188,PRUS00429,18
SOLUS05591,SOUS06198,PRUS00722,19
SOLUS05592,SOUS05576,PRUS08357,15
SOLUS05593,SOUS02627,PRUS06379,16
SOLUS05594,SOUS02463,PRUS06776,9
SOLUS05595,SOUS09920,PRUS08118,19
SOLUS05596,SOUS02918,PRUS06378,14
SOLUS05597,SOUS01452,PRUS08764,10
SOLUS05598,SOUS03731,PRUS03172,8
SOLUS05599,SOUS02846,PRUS05311,11
SOLUS05600,SOUS06446,PRUS01503,18
SOLUS05601,SOUS00021,PRUS09675,5
